name,math,english,chinese,avg
Student8427,63.0,85.0,99.0,82.3
Student8428,55.0,97.0,85.0,79.0
Student8429,99.0,72.0,59.0,76.7
Student8430,86.0,70.0,67.0,74.3
Student8431,99.0,62.0,79.0,80.0
Student8432,81.0,unknown,57.0,69.0
Student8433,52.0,96.0,90.0,79.3
Student8434,52.0,75.0,unknown,63.5
Student8435,71.0,89.0,80.0,80.0
Student8436,71.0,56.0,55.0,60.7
Student8437,59.0,95.0,56.0,70.0
Student8438,52.0,88.0,unknown,70.0
Student8439,61.0,71.0,87.0,73.0
Student8440,78.0,88.0,92.0,86.0
Student8441,97.0,72.0,98.0,89.0
Student8442,66.0,79.0,77.0,74.0
Student8443,56.0,67.0,unknown,61.5
Student8444,62.0,unknown,70.0,66.0
Student8445,51.0,67.0,70.0,62.7
Student8446,unknown,95.0,73.0,84.0
Student8447,59.0,59.0,unknown,59.0
Student8448,88.0,88.0,76.0,84.0
Student8449,73.0,79.0,62.0,71.3
Student8450,66.0,75.0,99.0,80.0
Student8451,55.0,56.0,78.0,63.0
Student8452,68.0,56.0,88.0,70.7
Student8453,54.0,unknown,77.0,65.5
Student8454,81.0,50.0,86.0,72.3
Student8455,59.0,95.0,78.0,77.3
Student8456,58.0,67.0,97.0,74.0
Student8457,76.0,62.0,71.0,69.7
Student8458,62.0,74.0,85.0,73.7
Student8459,68.0,89.0,79.0,78.7
Student8460,70.0,57.0,77.0,68.0
Student8461,73.0,59.0,72.0,68.0
Student8462,87.0,81.0,82.0,83.3
Student8463,53.0,66.0,53.0,57.3
Student8464,73.0,87.0,52.0,70.7
Student8465,84.0,64.0,81.0,76.3
Student8466,52.0,64.0,53.0,56.3
Student8467,53.0,97.0,50.0,66.7
Student8468,86.0,89.0,61.0,78.7
Student8469,89.0,69.0,62.0,73.3
Student8470,97.0,64.0,83.0,81.3
Student8471,84.0,84.0,78.0,82.0
Student8472,80.0,55.0,58.0,64.3
Student8473,93.0,79.0,80.0,84.0
Student8474,74.0,57.0,56.0,62.3
Student8475,89.0,80.0,62.0,77.0
Student8476,62.0,97.0,51.0,70.0
Student8477,53.0,96.0,unknown,74.5
Student8478,95.0,81.0,99.0,91.7
Student8479,63.0,94.0,56.0,71.0
Student8480,unknown,64.0,67.0,65.5
Student8481,76.0,67.0,57.0,66.7
Student8482,55.0,62.0,61.0,59.3
Student8483,66.0,73.0,unknown,69.5
Student8484,85.0,89.0,79.0,84.3
Student8485,89.0,63.0,58.0,70.0
Student8486,98.0,77.0,77.0,84.0
Student8487,unknown,60.0,53.0,56.5
Student8488,66.0,55.0,88.0,69.7
Student8489,90.0,74.0,66.0,76.7
Student8490,51.0,50.0,60.0,53.7
Student8491,62.0,74.0,51.0,62.3
Student8492,51.0,51.0,72.0,58.0
Student8493,77.0,81.0,99.0,85.7
Student8494,92.0,62.0,71.0,75.0
Student8495,75.0,82.0,75.0,77.3
Student8496,71.0,81.0,61.0,71.0
Student8497,96.0,73.0,81.0,83.3
Student8498,92.0,76.0,58.0,75.3
Student8499,52.0,53.0,92.0,65.7
Student8500,84.0,73.0,54.0,70.3
Student8501,61.0,72.0,75.0,69.3
Student8502,73.0,78.0,unknown,75.5
Student8503,54.0,83.0,78.0,71.7
Student8504,69.0,70.0,82.0,73.7
Student8505,88.0,79.0,73.0,80.0
Student8506,88.0,75.0,74.0,79.0
Student8507,62.0,69.0,80.0,70.3
Student8508,90.0,unknown,78.0,84.0
Student8509,94.0,52.0,unknown,73.0
Student8510,61.0,98.0,87.0,82.0
Student8511,62.0,86.0,94.0,80.7
Student8512,59.0,89.0,60.0,69.3
Student8513,82.0,93.0,81.0,85.3
Student8514,89.0,74.0,57.0,73.3
Student8515,65.0,72.0,69.0,68.7
Student8516,94.0,93.0,83.0,90.0
Student8517,84.0,50.0,96.0,76.7
Student8518,52.0,82.0,91.0,75.0
Student8519,unknown,64.0,57.0,60.5
Student8520,75.0,66.0,51.0,64.0
Student8521,60.0,83.0,70.0,71.0
Student8522,56.0,66.0,64.0,62.0
Student8523,59.0,90.0,55.0,68.0
Student8524,91.0,93.0,54.0,79.3
Student8525,83.0,53.0,52.0,62.7
Student8526,52.0,62.0,92.0,68.7
Student8527,57.0,53.0,92.0,67.3
Student8528,80.0,56.0,65.0,67.0
Student8529,60.0,95.0,84.0,79.7
Student8530,94.0,58.0,58.0,70.0
Student8531,56.0,72.0,84.0,70.7
Student8532,94.0,82.0,68.0,81.3
Student8533,51.0,82.0,92.0,75.0
Student8534,55.0,69.0,95.0,73.0
Student8535,90.0,53.0,83.0,75.3
Student8536,81.0,50.0,88.0,73.0
Student8537,69.0,91.0,59.0,73.0
Student8538,83.0,83.0,59.0,75.0
Student8539,99.0,76.0,69.0,81.3
Student8540,65.0,70.0,50.0,61.7
Student8541,74.0,73.0,unknown,73.5
Student8542,61.0,64.0,95.0,73.3
Student8543,56.0,84.0,51.0,63.7
Student8544,88.0,unknown,87.0,87.5
Student8545,66.0,58.0,82.0,68.7
Student8546,94.0,66.0,52.0,70.7
Student8547,60.0,70.0,85.0,71.7
Student8548,55.0,62.0,62.0,59.7
Student8549,unknown,52.0,84.0,68.0
Student8550,76.0,53.0,64.0,64.3
Student8551,95.0,53.0,94.0,80.7
Student8552,55.0,92.0,71.0,72.7
Student8553,87.0,77.0,92.0,85.3
Student8554,51.0,56.0,53.0,53.3
Student8555,71.0,75.0,66.0,70.7
Student8556,69.0,60.0,54.0,61.0
Student8557,74.0,73.0,70.0,72.3
Student8558,64.0,92.0,73.0,76.3
Student8559,98.0,59.0,80.0,79.0
Student8560,78.0,86.0,89.0,84.3
Student8561,57.0,62.0,79.0,66.0
Student8562,86.0,93.0,91.0,90.0
Student8563,98.0,91.0,56.0,81.7
Student8564,82.0,88.0,98.0,89.3
Student8565,71.0,68.0,56.0,65.0
Student8566,unknown,68.0,76.0,72.0
Student8567,96.0,61.0,73.0,76.7
Student8568,54.0,71.0,68.0,64.3
Student8569,88.0,96.0,90.0,91.3
Student8570,67.0,86.0,83.0,78.7
Student8571,87.0,79.0,71.0,79.0
Student8572,86.0,95.0,76.0,85.7
Student8573,79.0,61.0,55.0,65.0
Student8574,80.0,78.0,59.0,72.3
Student8575,59.0,70.0,94.0,74.3
Student8576,64.0,60.0,80.0,68.0
Student8577,91.0,86.0,74.0,83.7
Student8578,97.0,97.0,51.0,81.7
Student8579,93.0,67.0,59.0,73.0
Student8580,67.0,93.0,59.0,73.0
Student8581,72.0,76.0,75.0,74.3
Student8582,82.0,86.0,54.0,74.0
Student8583,65.0,97.0,71.0,77.7
Student8584,87.0,61.0,53.0,67.0
Student8585,84.0,unknown,83.0,83.5
Student8586,83.0,83.0,56.0,74.0
Student8587,77.0,unknown,99.0,88.0
Student8588,51.0,72.0,66.0,63.0
Student8589,79.0,74.0,60.0,71.0
Student8590,62.0,53.0,unknown,57.5
Student8591,90.0,79.0,57.0,75.3
Student8592,65.0,79.0,unknown,72.0
Student8593,54.0,62.0,93.0,69.7
Student8594,77.0,91.0,82.0,83.3
Student8595,88.0,98.0,74.0,86.7
Student8596,94.0,63.0,70.0,75.7
Student8597,69.0,96.0,61.0,75.3
Student8598,73.0,57.0,75.0,68.3
Student8599,76.0,73.0,78.0,75.7
Student8600,79.0,67.0,87.0,77.7
Student8601,94.0,84.0,84.0,87.3
Student8602,76.0,74.0,86.0,78.7
Student8603,75.0,66.0,95.0,78.7
Student8604,56.0,81.0,93.0,76.7
Student8605,91.0,73.0,94.0,86.0
Student8606,96.0,56.0,94.0,82.0
Student8607,87.0,62.0,78.0,75.7
Student8608,54.0,76.0,98.0,76.0
Student8609,72.0,97.0,73.0,80.7
Student8610,77.0,54.0,unknown,65.5
Student8611,83.0,85.0,55.0,74.3
Student8612,64.0,75.0,81.0,73.3
Student8613,81.0,91.0,93.0,88.3
Student8614,75.0,94.0,83.0,84.0
Student8615,97.0,80.0,85.0,87.3
Student8616,80.0,59.0,69.0,69.3
Student8617,68.0,95.0,61.0,74.7
Student8618,58.0,unknown,84.0,71.0
Student8619,78.0,unknown,98.0,88.0
Student8620,88.0,61.0,87.0,78.7
Student8621,53.0,81.0,66.0,66.7
Student8622,52.0,76.0,76.0,68.0
Student8623,78.0,82.0,66.0,75.3
Student8624,60.0,69.0,60.0,63.0
Student8625,82.0,unknown,88.0,85.0
Student8626,87.0,90.0,unknown,88.5
Student8627,60.0,unknown,51.0,55.5
Student8628,76.0,62.0,78.0,72.0
Student8629,82.0,63.0,94.0,79.7
Student8630,70.0,93.0,73.0,78.7
Student8631,88.0,89.0,73.0,83.3
Student8632,80.0,71.0,65.0,72.0
Student8633,87.0,67.0,80.0,78.0
Student8634,95.0,unknown,98.0,96.5
Student8635,51.0,78.0,92.0,73.7
Student8636,76.0,92.0,58.0,75.3
Student8637,85.0,65.0,76.0,75.3
Student8638,60.0,95.0,90.0,81.7
Student8639,96.0,84.0,63.0,81.0
Student8640,67.0,83.0,94.0,81.3
Student8641,50.0,52.0,74.0,58.7
Student8642,84.0,unknown,92.0,88.0
Student8643,84.0,54.0,93.0,77.0
Student8644,80.0,59.0,71.0,70.0
Student8645,77.0,78.0,84.0,79.7
Student8646,unknown,81.0,82.0,81.5
Student8647,50.0,80.0,76.0,68.7
Student8648,74.0,51.0,89.0,71.3
Student8649,92.0,61.0,75.0,76.0
Student8650,87.0,76.0,68.0,77.0
Student8651,69.0,54.0,94.0,72.3
Student8652,52.0,86.0,88.0,75.3
Student8653,51.0,76.0,94.0,73.7
Student8654,67.0,72.0,unknown,69.5
Student8655,93.0,82.0,55.0,76.7
Student8656,59.0,53.0,52.0,54.7
Student8657,54.0,70.0,55.0,59.7
Student8658,58.0,73.0,77.0,69.3
Student8659,51.0,93.0,52.0,65.3
Student8660,83.0,80.0,62.0,75.0
Student8661,87.0,93.0,62.0,80.7
Student8662,80.0,97.0,62.0,79.7
Student8663,59.0,73.0,50.0,60.7
Student8664,99.0,98.0,89.0,95.3
Student8665,61.0,59.0,86.0,68.7
Student8666,85.0,98.0,80.0,87.7
Student8667,unknown,98.0,66.0,82.0
Student8668,98.0,99.0,58.0,85.0
Student8669,96.0,51.0,94.0,80.3
Student8670,55.0,80.0,62.0,65.7
Student8671,97.0,74.0,86.0,85.7
Student8672,98.0,53.0,63.0,71.3
Student8673,52.0,60.0,60.0,57.3
Student8674,59.0,66.0,unknown,62.5
Student8675,54.0,93.0,80.0,75.7
Student8676,95.0,51.0,63.0,69.7
Student8677,75.0,55.0,56.0,62.0
Student8678,70.0,58.0,73.0,67.0
Student8679,94.0,54.0,98.0,82.0
Student8680,75.0,69.0,85.0,76.3
Student8681,87.0,78.0,91.0,85.3
Student8682,93.0,70.0,91.0,84.7
Student8683,75.0,58.0,96.0,76.3
Student8684,57.0,77.0,93.0,75.7
Student8685,54.0,57.0,90.0,67.0
Student8686,64.0,80.0,52.0,65.3
Student8687,65.0,69.0,96.0,76.7
Student8688,50.0,76.0,93.0,73.0
Student8689,65.0,57.0,75.0,65.7
Student8690,86.0,70.0,96.0,84.0
Student8691,52.0,77.0,75.0,68.0
Student8692,96.0,unknown,50.0,73.0
Student8693,80.0,55.0,64.0,66.3
Student8694,62.0,52.0,60.0,58.0
Student8695,65.0,54.0,86.0,68.3
Student8696,92.0,58.0,56.0,68.7
Student8697,70.0,56.0,61.0,62.3
Student8698,51.0,unknown,87.0,69.0
Student8699,unknown,88.0,52.0,70.0
Student8700,87.0,54.0,91.0,77.3
Student8701,75.0,60.0,unknown,67.5
Student8702,unknown,64.0,79.0,71.5
Student8703,unknown,83.0,81.0,82.0
Student8704,74.0,62.0,85.0,73.7
Student8705,60.0,97.0,94.0,83.7
Student8706,57.0,56.0,86.0,66.3
Student8707,57.0,89.0,67.0,71.0
Student8708,82.0,55.0,50.0,62.3
Student8709,56.0,88.0,70.0,71.3
Student8710,87.0,99.0,77.0,87.7
Student8711,70.0,79.0,97.0,82.0
Student8712,57.0,71.0,65.0,64.3
Student8713,70.0,74.0,97.0,80.3
Student8714,69.0,77.0,77.0,74.3
Student8715,57.0,69.0,71.0,65.7
Student8716,95.0,88.0,unknown,91.5
Student8717,80.0,52.0,97.0,76.3
Student8718,99.0,54.0,50.0,67.7
Student8719,78.0,50.0,80.0,69.3
Student8720,97.0,64.0,91.0,84.0
Student8721,58.0,75.0,83.0,72.0
Student8722,64.0,52.0,95.0,70.3
Student8723,79.0,89.0,89.0,85.7
Student8724,75.0,90.0,55.0,73.3
Student8725,59.0,96.0,77.0,77.3
Student8726,78.0,unknown,52.0,65.0
Student8727,65.0,83.0,80.0,76.0
Student8728,unknown,54.0,65.0,59.5
Student8729,69.0,80.0,66.0,71.7
Student8730,94.0,62.0,93.0,83.0
Student8731,86.0,92.0,76.0,84.7
Student8732,71.0,50.0,73.0,64.7
Student8733,56.0,71.0,69.0,65.3
Student8734,72.0,64.0,81.0,72.3
Student8735,90.0,75.0,unknown,82.5
Student8736,89.0,67.0,62.0,72.7
Student8737,78.0,97.0,97.0,90.7
Student8738,65.0,58.0,92.0,71.7
Student8739,87.0,50.0,69.0,68.7
Student8740,77.0,92.0,97.0,88.7
Student8741,97.0,58.0,unknown,77.5
Student8742,87.0,72.0,53.0,70.7
Student8743,80.0,unknown,76.0,78.0
Student8744,63.0,94.0,unknown,78.5
Student8745,82.0,51.0,53.0,62.0
Student8746,58.0,63.0,81.0,67.3
Student8747,76.0,87.0,66.0,76.3
Student8748,73.0,89.0,50.0,70.7
Student8749,62.0,67.0,82.0,70.3
Student8750,75.0,unknown,79.0,77.0
Student8751,78.0,78.0,54.0,70.0
Student8752,unknown,93.0,61.0,77.0
Student8753,92.0,60.0,87.0,79.7
Student8754,77.0,55.0,81.0,71.0
Student8755,77.0,52.0,87.0,72.0
Student8756,57.0,63.0,66.0,62.0
Student8757,72.0,51.0,94.0,72.3
Student8758,78.0,81.0,89.0,82.7
Student8759,54.0,80.0,81.0,71.7
Student8760,91.0,60.0,73.0,74.7
Student8761,56.0,71.0,61.0,62.7
Student8762,91.0,52.0,96.0,79.7
Student8763,85.0,99.0,80.0,88.0
Student8764,90.0,80.0,68.0,79.3
Student8765,76.0,82.0,78.0,78.7
Student8766,95.0,73.0,70.0,79.3
Student8767,51.0,50.0,75.0,58.7
Student8768,74.0,93.0,unknown,83.5
Student8769,58.0,64.0,66.0,62.7
Student8770,76.0,86.0,58.0,73.3
Student8771,50.0,76.0,70.0,65.3
Student8772,72.0,87.0,99.0,86.0
Student8773,59.0,97.0,83.0,79.7
Student8774,91.0,76.0,60.0,75.7
Student8775,74.0,93.0,69.0,78.7
Student8776,52.0,61.0,unknown,56.5
Student8777,55.0,52.0,99.0,68.7
Student8778,55.0,79.0,96.0,76.7
Student8779,51.0,81.0,88.0,73.3
Student8780,unknown,72.0,65.0,68.5
Student8781,72.0,51.0,78.0,67.0
Student8782,51.0,56.0,50.0,52.3
Student8783,61.0,83.0,67.0,70.3
Student8784,71.0,81.0,71.0,74.3
Student8785,86.0,88.0,57.0,77.0
Student8786,unknown,81.0,56.0,68.5
Student8787,88.0,92.0,74.0,84.7
Student8788,73.0,92.0,79.0,81.3
Student8789,97.0,63.0,83.0,81.0
Student8790,69.0,52.0,93.0,71.3
Student8791,50.0,95.0,97.0,80.7
Student8792,50.0,81.0,90.0,73.7
Student8793,66.0,92.0,60.0,72.7
Student8794,50.0,85.0,unknown,67.5
Student8795,94.0,66.0,84.0,81.3
Student8796,79.0,97.0,72.0,82.7
Student8797,90.0,52.0,94.0,78.7
Student8798,unknown,59.0,70.0,64.5
Student8799,52.0,96.0,77.0,75.0
Student8800,95.0,89.0,62.0,82.0
Student8801,60.0,67.0,83.0,70.0
Student8802,73.0,52.0,87.0,70.7
Student8803,71.0,88.0,55.0,71.3
Student8804,93.0,59.0,93.0,81.7
Student8805,94.0,58.0,53.0,68.3
Student8806,75.0,95.0,54.0,74.7
Student8807,62.0,95.0,unknown,78.5
Student8808,50.0,unknown,55.0,52.5
Student8809,73.0,82.0,70.0,75.0
Student8810,59.0,85.0,77.0,73.7
Student8811,84.0,75.0,52.0,70.3
Student8812,73.0,76.0,72.0,73.7
Student8813,77.0,87.0,57.0,73.7
Student8814,85.0,71.0,unknown,78.0
Student8815,65.0,75.0,60.0,66.7
Student8816,89.0,71.0,99.0,86.3
Student8817,65.0,54.0,59.0,59.3
Student8818,unknown,84.0,77.0,80.5
Student8819,64.0,51.0,69.0,61.3
Student8820,65.0,84.0,93.0,80.7
Student8821,64.0,58.0,77.0,66.3
Student8822,83.0,98.0,78.0,86.3
Student8823,60.0,67.0,57.0,61.3
Student8824,50.0,92.0,68.0,70.0
Student8825,64.0,61.0,97.0,74.0
Student8826,75.0,52.0,70.0,65.7
Student8827,53.0,67.0,67.0,62.3
Student8828,92.0,87.0,58.0,79.0
Student8829,54.0,56.0,53.0,54.3
Student8830,84.0,82.0,90.0,85.3
Student8831,62.0,55.0,74.0,63.7
Student8832,59.0,67.0,83.0,69.7
Student8833,60.0,94.0,58.0,70.7
Student8834,67.0,71.0,58.0,65.3
Student8835,unknown,88.0,67.0,77.5
Student8836,unknown,58.0,unknown,58.0
Student8837,90.0,84.0,62.0,78.7
Student8838,unknown,unknown,87.0,87.0
Student8839,99.0,61.0,58.0,72.7
Student8840,72.0,73.0,65.0,70.0
Student8841,56.0,99.0,53.0,69.3
Student8842,88.0,89.0,83.0,86.7
Student8843,52.0,58.0,56.0,55.3
Student8844,61.0,unknown,unknown,61.0
Student8845,56.0,89.0,87.0,77.3
Student8846,98.0,91.0,60.0,83.0
Student8847,75.0,66.0,81.0,74.0
Student8848,82.0,56.0,76.0,71.3
Student8849,86.0,66.0,79.0,77.0
Student8850,97.0,99.0,66.0,87.3
Student8851,64.0,unknown,85.0,74.5
Student8852,51.0,51.0,68.0,56.7
Student8853,90.0,84.0,56.0,76.7
Student8854,56.0,77.0,92.0,75.0
Student8855,81.0,68.0,94.0,81.0
Student8856,53.0,82.0,70.0,68.3
Student8857,unknown,70.0,unknown,70.0
Student8858,99.0,59.0,52.0,70.0
Student8859,85.0,95.0,63.0,81.0
Student8860,81.0,94.0,51.0,75.3
Student8861,77.0,58.0,78.0,71.0
Student8862,62.0,87.0,67.0,72.0
Student8863,50.0,55.0,86.0,63.7
Student8864,84.0,91.0,94.0,89.7
Student8865,97.0,84.0,94.0,91.7
Student8866,79.0,67.0,73.0,73.0
Student8867,85.0,68.0,95.0,82.7
Student8868,74.0,54.0,61.0,63.0
Student8869,65.0,74.0,94.0,77.7
Student8870,68.0,60.0,81.0,69.7
Student8871,50.0,59.0,67.0,58.7
Student8872,54.0,66.0,62.0,60.7
Student8873,71.0,85.0,53.0,69.7
Student8874,73.0,75.0,72.0,73.3
Student8875,92.0,80.0,59.0,77.0
Student8876,94.0,81.0,54.0,76.3
Student8877,86.0,70.0,99.0,85.0
Student8878,85.0,67.0,89.0,80.3
Student8879,85.0,67.0,63.0,71.7
Student8880,53.0,50.0,83.0,62.0
Student8881,85.0,63.0,77.0,75.0
Student8882,67.0,57.0,57.0,60.3
Student8883,99.0,51.0,unknown,75.0
Student8884,unknown,64.0,80.0,72.0
Student8885,90.0,83.0,56.0,76.3
Student8886,67.0,85.0,52.0,68.0
Student8887,71.0,50.0,78.0,66.3
Student8888,51.0,70.0,85.0,68.7
Student8889,70.0,91.0,88.0,83.0
Student8890,85.0,unknown,53.0,69.0
Student8891,93.0,81.0,58.0,77.3
Student8892,88.0,69.0,66.0,74.3
Student8893,96.0,96.0,98.0,96.7
Student8894,88.0,85.0,69.0,80.7
Student8895,78.0,88.0,63.0,76.3
Student8896,75.0,79.0,95.0,83.0
Student8897,70.0,56.0,78.0,68.0
Student8898,66.0,71.0,62.0,66.3
Student8899,65.0,99.0,85.0,83.0
Student8900,80.0,94.0,unknown,87.0
Student8901,58.0,59.0,66.0,61.0
Student8902,80.0,57.0,unknown,68.5
Student8903,63.0,76.0,99.0,79.3
Student8904,98.0,unknown,92.0,95.0
Student8905,86.0,63.0,53.0,67.3
Student8906,51.0,95.0,69.0,71.7
Student8907,97.0,60.0,60.0,72.3
Student8908,95.0,55.0,91.0,80.3
Student8909,63.0,70.0,71.0,68.0
Student8910,82.0,82.0,94.0,86.0
Student8911,84.0,68.0,57.0,69.7
Student8912,88.0,88.0,77.0,84.3
Student8913,96.0,73.0,94.0,87.7
Student8914,69.0,67.0,90.0,75.3
Student8915,51.0,84.0,79.0,71.3
Student8916,90.0,92.0,82.0,88.0
Student8917,68.0,86.0,82.0,78.7
Student8918,86.0,68.0,96.0,83.3
Student8919,67.0,73.0,85.0,75.0
Student8920,65.0,83.0,76.0,74.7
Student8921,53.0,71.0,unknown,62.0
Student8922,61.0,53.0,82.0,65.3
Student8923,78.0,59.0,74.0,70.3
Student8924,56.0,51.0,93.0,66.7
Student8925,63.0,57.0,92.0,70.7
Student8926,61.0,82.0,68.0,70.3
Student8927,84.0,87.0,96.0,89.0
Student8928,54.0,92.0,70.0,72.0
Student8929,unknown,77.0,91.0,84.0
Student8930,91.0,59.0,82.0,77.3
Student8931,81.0,94.0,52.0,75.7
Student8932,59.0,50.0,63.0,57.3
Student8933,92.0,83.0,64.0,79.7
Student8934,66.0,52.0,82.0,66.7
Student8935,54.0,58.0,91.0,67.7
Student8936,unknown,54.0,71.0,62.5
Student8937,91.0,91.0,50.0,77.3
Student8938,58.0,59.0,80.0,65.7
Student8939,98.0,61.0,unknown,79.5
Student8940,82.0,67.0,84.0,77.7
Student8941,85.0,70.0,69.0,74.7
Student8942,85.0,70.0,81.0,78.7
Student8943,67.0,50.0,61.0,59.3
Student8944,58.0,52.0,65.0,58.3
Student8945,78.0,54.0,57.0,63.0
Student8946,99.0,unknown,63.0,81.0
Student8947,63.0,98.0,67.0,76.0
Student8948,unknown,57.0,79.0,68.0
Student8949,64.0,66.0,82.0,70.7
Student8950,55.0,58.0,83.0,65.3
Student8951,91.0,81.0,unknown,86.0
Student8952,78.0,55.0,98.0,77.0
Student8953,64.0,98.0,83.0,81.7
Student8954,78.0,89.0,98.0,88.3
Student8955,53.0,70.0,unknown,61.5
Student8956,67.0,unknown,55.0,61.0
Student8957,99.0,56.0,55.0,70.0
Student8958,98.0,96.0,71.0,88.3
Student8959,93.0,88.0,57.0,79.3
Student8960,88.0,76.0,86.0,83.3
Student8961,65.0,57.0,64.0,62.0
Student8962,60.0,58.0,75.0,64.3
Student8963,63.0,77.0,88.0,76.0
Student8964,52.0,64.0,52.0,56.0
Student8965,99.0,51.0,59.0,69.7
Student8966,91.0,56.0,52.0,66.3
Student8967,87.0,96.0,79.0,87.3
Student8968,94.0,67.0,95.0,85.3
Student8969,91.0,71.0,71.0,77.7
Student8970,67.0,99.0,52.0,72.7
Student8971,69.0,59.0,50.0,59.3
Student8972,97.0,99.0,82.0,92.7
Student8973,74.0,82.0,68.0,74.7
Student8974,87.0,56.0,85.0,76.0
Student8975,62.0,52.0,83.0,65.7
Student8976,53.0,63.0,80.0,65.3
Student8977,unknown,93.0,92.0,92.5
Student8978,82.0,95.0,73.0,83.3
Student8979,77.0,85.0,61.0,74.3
Student8980,86.0,62.0,62.0,70.0
Student8981,57.0,65.0,65.0,62.3
Student8982,93.0,65.0,65.0,74.3
Student8983,83.0,54.0,69.0,68.7
Student8984,93.0,74.0,90.0,85.7
Student8985,54.0,87.0,97.0,79.3
Student8986,54.0,87.0,76.0,72.3
Student8987,80.0,99.0,88.0,89.0
Student8988,94.0,87.0,62.0,81.0
Student8989,58.0,88.0,53.0,66.3
Student8990,91.0,97.0,81.0,89.7
Student8991,81.0,90.0,94.0,88.3
Student8992,82.0,unknown,89.0,85.5
Student8993,52.0,62.0,83.0,65.7
Student8994,79.0,93.0,88.0,86.7
Student8995,99.0,75.0,92.0,88.7
Student8996,61.0,50.0,66.0,59.0
Student8997,78.0,57.0,73.0,69.3
Student8998,52.0,53.0,78.0,61.0
Student8999,75.0,unknown,unknown,75.0
Student9000,79.0,71.0,77.0,75.7
Student9001,58.0,86.0,94.0,79.3
Student9002,75.0,98.0,96.0,89.7
Student9003,51.0,52.0,71.0,58.0
Student9004,52.0,68.0,77.0,65.7
Student9005,95.0,50.0,74.0,73.0
Student9006,53.0,78.0,90.0,73.7
Student9007,74.0,72.0,52.0,66.0
Student9008,62.0,82.0,62.0,68.7
Student9009,88.0,90.0,unknown,89.0
Student9010,93.0,72.0,62.0,75.7
Student9011,84.0,54.0,90.0,76.0
Student9012,72.0,56.0,67.0,65.0
Student9013,58.0,55.0,86.0,66.3
Student9014,51.0,98.0,92.0,80.3
Student9015,90.0,71.0,83.0,81.3
Student9016,93.0,98.0,66.0,85.7
Student9017,80.0,62.0,unknown,71.0
Student9018,unknown,61.0,85.0,73.0
Student9019,96.0,53.0,99.0,82.7
Student9020,51.0,57.0,89.0,65.7
Student9021,81.0,86.0,68.0,78.3
Student9022,67.0,80.0,unknown,73.5
Student9023,62.0,86.0,77.0,75.0
Student9024,95.0,94.0,60.0,83.0
Student9025,54.0,unknown,unknown,54.0
Student9026,91.0,92.0,86.0,89.7
Student9027,93.0,57.0,77.0,75.7
Student9028,59.0,89.0,84.0,77.3
Student9029,92.0,82.0,93.0,89.0
Student9030,74.0,94.0,64.0,77.3
Student9031,83.0,78.0,65.0,75.3
Student9032,86.0,unknown,94.0,90.0
Student9033,79.0,77.0,56.0,70.7
Student9034,56.0,unknown,96.0,76.0
Student9035,55.0,66.0,52.0,57.7
Student9036,52.0,72.0,80.0,68.0
Student9037,62.0,94.0,61.0,72.3
Student9038,52.0,58.0,57.0,55.7
Student9039,75.0,51.0,unknown,63.0
Student9040,73.0,81.0,93.0,82.3
Student9041,55.0,98.0,99.0,84.0
Student9042,92.0,80.0,84.0,85.3
Student9043,98.0,56.0,61.0,71.7
Student9044,unknown,79.0,70.0,74.5
Student9045,61.0,52.0,75.0,62.7
Student9046,98.0,58.0,51.0,69.0
Student9047,85.0,59.0,63.0,69.0
Student9048,51.0,95.0,95.0,80.3
Student9049,60.0,unknown,53.0,56.5
Student9050,88.0,96.0,66.0,83.3
Student9051,83.0,75.0,96.0,84.7
Student9052,75.0,50.0,97.0,74.0
Student9053,67.0,79.0,54.0,66.7
Student9054,70.0,87.0,73.0,76.7
Student9055,85.0,64.0,98.0,82.3
Student9056,89.0,74.0,56.0,73.0
Student9057,95.0,55.0,72.0,74.0
Student9058,93.0,67.0,96.0,85.3
Student9059,71.0,50.0,66.0,62.3
Student9060,79.0,52.0,61.0,64.0
Student9061,99.0,66.0,60.0,75.0
Student9062,92.0,97.0,60.0,83.0
Student9063,79.0,57.0,83.0,73.0
Student9064,57.0,98.0,96.0,83.7
Student9065,unknown,89.0,unknown,89.0
Student9066,96.0,66.0,99.0,87.0
Student9067,58.0,74.0,78.0,70.0
Student9068,69.0,90.0,97.0,85.3
Student9069,89.0,61.0,85.0,78.3
Student9070,74.0,78.0,76.0,76.0
Student9071,68.0,74.0,91.0,77.7
Student9072,54.0,85.0,71.0,70.0
Student9073,60.0,74.0,51.0,61.7
Student9074,64.0,78.0,96.0,79.3
Student9075,57.0,60.0,85.0,67.3
Student9076,68.0,53.0,97.0,72.7
Student9077,72.0,63.0,79.0,71.3
Student9078,76.0,95.0,56.0,75.7
Student9079,89.0,87.0,61.0,79.0
Student9080,81.0,unknown,52.0,66.5
Student9081,75.0,51.0,66.0,64.0
Student9082,76.0,57.0,90.0,74.3
Student9083,68.0,85.0,81.0,78.0
Student9084,99.0,59.0,57.0,71.7
Student9085,91.0,56.0,72.0,73.0
Student9086,78.0,unknown,87.0,82.5
Student9087,unknown,65.0,79.0,72.0
Student9088,90.0,63.0,64.0,72.3
Student9089,82.0,65.0,59.0,68.7
Student9090,68.0,74.0,87.0,76.3
Student9091,86.0,90.0,64.0,80.0
Student9092,68.0,53.0,79.0,66.7
